score,ein,name,city,county,zip,ntee,files_990pf,foundation_cd,assets,income,revenue,signals
30,264821354,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Bradenton,Manatee,34211,,,00,2501909,751336,546615,name:service-club
30,591197351,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Englewood,Sarasota,34223,,,00,2437199,902296,593735,name:service-club
30,596159037,JUNIOR LEAGUE OF SARASOTA INC,Sarasota,Sarasota,34239,S810,,16,2376857,506169,406635,name:service-club
30,371472181,WETHERINGTON FOUNDATION INC,Sarasota,Sarasota,34237,T30,,17,2310904,1040570,466333,ntee-grantmaker:T30;name:foundation
30,590840052,BRADENTON LODGE NO 1223 LOYAL ORDER OF MOOSE,Bradenton,Manatee,34203,,,00,2183588,1214904,979016,name:service-club
30,912029762,GULF COVE LODGE NO 2554 LOYAL ORDER OF MOOSE,Englewood,Sarasota,34224,,,00,1863594,1329036,957825,name:service-club
30,650392921,MANATEE MEMORIAL FOUNDATION INC,Bradenton,Manatee,34208,T30,,15,1670363,2286053,1379638,ntee-grantmaker:T30;name:foundation
30,592363059,NORTH PORT LODGE NO 764 LOYAL ORDER OF MOOSE,North Port,Sarasota,34287,,,00,1476176,1235355,747839,name:service-club
30,650374386,EXCHANGE CLUB FAMILY PARTNERSHIP CENTER OF MANATEE COUNTY INC,Bradenton,Manatee,34208,I72,,15,1439299,1170658,1170658,name:service-club
30,113450782,STARS IN THE FOREST WILDLIFE REHABILITATION INC,North Port,Sarasota,34291,D340,Y,03,1319976,116,0,files-990PF;private-foundation:03
30,850653509,CHURCHSHARE BIBLE INSTITUTE INC,Sarasota,Sarasota,34236,X20,Y,04,1205820,37508,0,files-990PF;private-foundation:04
30,590232970,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Bradenton,Manatee,34209,,,00,1183829,626273,434287,name:service-club
30,596151488,MANATEE RIVER YOUTH SAILING INC,Palmetto,Manatee,34221,,Y,04,1128169,204665,0,files-990PF;private-foundation:04
30,200810910,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Sarasota,Sarasota,34233,,,00,1126677,396753,226261,name:service-club
30,590320101,KIWANIS INTERNATIONAL INC,Bradenton,Manatee,34205,,,00,1032086,738654,718004,name:service-club
30,510143750,GULF GATE LODGE NO 608 LOYAL ORDER OF MOOSE,Sarasota,Sarasota,34231,,,00,1006886,484875,298585,name:service-club
30,651119411,ROTARY CLUB OF LAKEWOOD RANCH INC,Lakewood Ranch,Manatee,34202,Z99,,15,976392,689819,496694,name:service-club
30,650064400,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Bradenton,Manatee,34207,,,00,929427,720446,496638,name:service-club
30,510425506,VILLAGE GROUP PARTNERS INC,Bradenton,Manatee,34208,L20,Y,04,834569,60580,0,files-990PF;private-foundation:04
30,591006882,PALMETTO LODGE NO 2117 LOYAL ORDER OF MOOSE,Palmetto,Manatee,34221,,,00,834432,1444688,1266227,name:service-club
30,816269898,NEWTON IRRV TR FBO GULF COAST HERITAGE ASSOCIATION,Sarasota,Sarasota,34236,A11,Y,04,698831,155955,0,files-990PF;private-foundation:04
30,273027214,HERON CREEK COMMUNTIY FOUNDATION,North Port,Sarasota,34290,T31,,16,537712,137237,137237,ntee-grantmaker:T31;name:foundation
30,590622074,SARASOTA MOOSE LODGE 1319,Sarasota,Sarasota,34234,,,00,499254,388629,286101,name:service-club
30,020583160,ROTARY FUTURES PROGRAM INC,Venice,Sarasota,34285,P99,,15,443257,204208,172634,name:service-club
30,455472110,SERTOMA KIDS INC,Sarasota,Sarasota,34231,E50,,15,432644,297068,297068,name:service-club
30,591173928,BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA,Palmetto,Manatee,34220,Y40Z,,00,387769,286122,179172,name:service-club
30,043166031,FIVE TALENT FUND,Bradenton,Manatee,34209,,Y,04,244908,285095,0,files-990PF;private-foundation:04
30,854232393,RASM REALTORS CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34232,T12,,16,195249,344853,311543,ntee-grantmaker:T12;name:foundation
30,391686098,LIEBERMAN JAY M & JOAN K CHARITABLE FUND,Longboat Key,Sarasota,34228,,Y,04,177563,109718,0,files-990PF;private-foundation:04
30,272372559,DENISE AMBER LEE FOUNDATION INC,Englewood,Sarasota,34223,T20,,15,167379,1025289,1025289,ntee-grantmaker:T20;name:foundation
30,596848598,WAYNNE WILLIAM JOHNSON CHARITABLE TR,Sarasota,Sarasota,34236,,Y,04,166453,24553,0,files-990PF;private-foundation:04
30,592345073,THE PALMETTO HISTORICAL COMMISSION INC,Palmetto,Manatee,34221,A80,Y,03,163212,9309,0,files-990PF;private-foundation:03
30,046740855,VERROCHI FAM CHARITABLE TR UDT 082193,Sarasota,Sarasota,34236,,Y,04,163211,7023,0,files-990PF;private-foundation:04
30,650488800,ROTARY GIFT OF LIFE OF FLORIDA INC,Sarasota,Sarasota,34230,P20,,15,148574,89726,65859,name:service-club
30,352488818,ELKS FEEDING EMPTY LITTLE TUMMIES,Bradenton,Manatee,34209,K31,,15,114439,122778,122778,name:service-club
30,833723361,LEE & BOB PETERSON FOUNDATION INC,Sarasota,Sarasota,34231,T30,,16,89266,370972,0,ntee-grantmaker:T30;name:foundation
30,863080810,GULF COAST SPORTS GROUP INCORPORATED,Sarasota,Sarasota,34234,,Y,04,84700,84700,0,files-990PF;private-foundation:04
30,846465601,BLS MINISTRIES CHARITABLE TR,Venice,Sarasota,34293,X20,Y,04,83084,17208,0,files-990PF;private-foundation:04
30,844063238,GLOBAL HELP MINISTRY INC,Palmetto,Manatee,34220,X12,Y,04,82687,34474,0,files-990PF;private-foundation:04
30,650297084,THE MANASOTA THEATRE ORGAN SOCIETY INC,Sarasota,Sarasota,34241,,Y,04,81596,12100,0,files-990PF;private-foundation:04
30,591873975,JUNIOR LEAGUE OF MANATEE COUNTY INC,Bradenton,Manatee,34280,S810,,16,80280,39932,39932,name:service-club
30,591004666,ROTARY INTERNATIONAL,Englewood,Sarasota,34295,,,00,79139,79371,57178,name:service-club
30,046048445,ARONSON FAMILY TRUST,Sarasota,Sarasota,34243,,Y,04,72865,21051,0,files-990PF;private-foundation:04
30,592479275,ROTARY INTERNATIONAL,Bradenton,Manatee,34205,P20,,15,67234,81395,66745,name:service-club
30,650385078,SERTOMA INC,Venice,Sarasota,34284,,,16,66386,114164,45857,name:service-club
30,932452176,PARRISH ELKS LODGE 2889 BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF,Parrish,Manatee,34219,,,00,55849,56273,56273,name:service-club
30,596153264,ROTARY INTERNATIONAL,Sarasota,Sarasota,34230,,,00,52378,124520,124520,name:service-club
30,596143545,ROTARY INTERNATIONAL,Sarasota,Sarasota,34230,,,00,47630,47021,47021,name:service-club
30,850580517,CENTER FOR TRANSPERSONAL PSYCHIATRY,Sarasota,Sarasota,34240,E32,Y,04,47441,22,0,files-990PF;private-foundation:04
30,203530145,TINY HANDS FOUNDATION INC,Nokomis,Sarasota,34275,T30,,15,42042,16827,16827,ntee-grantmaker:T30;name:foundation
30,872658045,WEST COAST CONFERENCE WMS,Sarasota,Sarasota,34243,X21,Y,04,35556,145484,0,files-990PF;private-foundation:04
30,464384553,IT WORKS GIVES BACK FOUNDATION INC,Palmetto,Manatee,34221,T12,,15,34808,41400,41400,ntee-grantmaker:T12;name:foundation
30,872342376,BEATS FOR BUB,Parrish,Manatee,34219,E60,Y,03,34598,38706,0,files-990PF;private-foundation:03
30,472278076,ROTARY LBK CHARITABLE FUND,Longboat Key,Sarasota,34228,W99,,15,26504,27789,27789,name:service-club
30,463991832,OUR PLACE COMMUNITY RECREATION AND TRAINING SUPPORTS SERVICES INC,North Port,Sarasota,34286,P82,Y,04,25489,10262,0,files-990PF;private-foundation:04
30,650233225,ROTARY INTERNATIONAL,Englewood,Sarasota,34223,,,00,25447,98340,86637,name:service-club
30,461410308,PROJECT PHOENIX INCORPORATED,Englewood,Sarasota,34223,Z99,Y,03,25011,245373,0,files-990PF;private-foundation:03
30,237410010,ROTARY INTERNATIONAL,Venice,Sarasota,34284,,,00,23992,90433,90433,name:service-club
30,596138574,ROTARY INTERNATIONAL,Bradenton,Manatee,34206,,,00,21944,45208,45208,name:service-club
30,814354743,ZETA PHI FOUNDATION INC,Bradenton,Manatee,34208,T12,,00,21727,6970,3870,ntee-grantmaker:T12;name:foundation
30,922461179,SUNCOAST SCOTS INC,Nokomis,Sarasota,34274,N52,Y,04,19795,20340,0,files-990PF;private-foundation:04
30,591934386,NORTH PORT SENIOR CENTER INC,North Port,Sarasota,34287,P20,Y,03,18305,22946,0,files-990PF;private-foundation:03
30,463784363,PALM AIRE WOMEN S CLUB INC,Bradenton,Manatee,34204,W12,Y,04,15431,41948,0,files-990PF;private-foundation:04
30,843425595,FANDANGO SANCTUARY INC,Englewood,Sarasota,34223,D20,Y,03,15177,55268,0,files-990PF;private-foundation:03
30,991189217,CREATIVE KIDS SRQ,Sarasota,Sarasota,34234,A25,Y,04,11311,63430,0,files-990PF;private-foundation:04
30,237176844,KIWANIS INTERNATIONAL INC,Longboat Key,Sarasota,34228,S82Z,,00,11026,3455,3455,name:service-club
30,223198097,JUST 4 KIDS FOUNDATION INC,Parrish,Manatee,34219,T30Z,,15,10472,0,0,ntee-grantmaker:T30Z;name:foundation
30,611093858,NEHEMIAH INSTITUTE INC,Sarasota,Sarasota,34238,X01,Y,04,10248,92322,0,files-990PF;private-foundation:04
30,873117135,MANATEE WILDCATS YOUTH SPORTS INC,Bradenton,Manatee,34209,N60,Y,04,9926,230636,0,files-990PF;private-foundation:04
30,455076119,RIDE THE BEACHES INC,Nokomis,Sarasota,34275,W19,Y,04,9439,64829,0,files-990PF;private-foundation:04
30,934090824,ORIGINAL DOGS CORP,Nokomis,Sarasota,34275,W99,Y,04,8004,33728,0,files-990PF;private-foundation:04
30,834390156,TURNING WITH A VISION CORP,Bradenton,Manatee,34202,G41,Y,03,7673,22,0,files-990PF;private-foundation:03
30,932166720,VOC MANATEE INC,Bradenton,Manatee,34212,,Y,04,5065,14505,0,files-990PF;private-foundation:04
30,596152218,KIWANIS INTERNATIONAL INC,Venice,Sarasota,34285,,,00,4425,7526,7526,name:service-club
30,824568899,FEMTO RESEARCH INC,Sarasota,Sarasota,34240,U40,Y,03,3723,1,0,files-990PF;private-foundation:03
30,922218436,FIRST RESPONDERS FOR DEMOCRACY,Bradenton,Manatee,34211,R05,Y,04,3512,2810,0,files-990PF;private-foundation:04
30,333371634,GLORIOUS GOSPEL MINISTRIES,Ellenton,Manatee,34222,X20,Y,04,2307,24807,0,files-990PF;private-foundation:04
30,992508513,100 COMMUNITY DEVELOPMENT CENTER,North Port,Sarasota,34287,P20,Y,04,1949,1949,0,files-990PF;private-foundation:04
30,871519859,BRINGING INTIMACY BACK INC,Sarasota,Sarasota,34236,F11,Y,04,1372,6250,0,files-990PF;private-foundation:04
30,611913004,HIS CHILDREN OF THE LIGHT MINISTRIES INC,Bradenton,Manatee,34204,M20,Y,04,1178,4800,0,files-990PF;private-foundation:04
30,883438614,MANGROVE MISSION INC,Bradenton,Manatee,34210,C40,Y,04,858,11485,0,files-990PF;private-foundation:04
30,920334179,WOMENS CROQUET ASSOCIATION INC,Venice,Sarasota,34285,N99,Y,04,800,1,0,files-990PF;private-foundation:04
30,994148100,WOMEN VETERANS OF THE SUN COAST INC,Bradenton,Manatee,34205,W30,Y,04,600,1516,0,files-990PF;private-foundation:04
30,475389469,INSTITUTE FOR ADAPTIVE OPTICS IN HUMAN VISION,Sarasota,Sarasota,34243,U40,Y,04,110,95960,0,files-990PF;private-foundation:04
30,301405767,EIO RESCUE RANCH CORP,Myakka City,Manatee,34251,D20,Y,04,1,44365,0,files-990PF;private-foundation:04
30,332180862,SEIKO SPORT SRQ CORP,Sarasota,Sarasota,34243,N99,Y,04,1,1,0,files-990PF;private-foundation:04
30,336628714,WHIPPLE FAMILY CHARITABLE TR,Bradenton,Manatee,34202,D20,Y,04,1,1,0,files-990PF;private-foundation:04
30,831196196,PUSH 2 INSPIRE,Sarasota,Sarasota,34232,P20,Y,04,1,1,0,files-990PF;private-foundation:04
30,831832393,VIVIENDO CON ANGELES SRQ INC,Sarasota,Sarasota,34241,A20,Y,04,1,1,0,files-990PF;private-foundation:04
30,833271790,M&M MISSION INC,Palmetto,Manatee,34221,T50,Y,04,1,28699,0,files-990PF;private-foundation:04
30,833681023,GRACE RECOVERY WOMANS HOME INC,Bradenton,Manatee,34212,F20,Y,04,1,21800,0,files-990PF;private-foundation:04
30,882961901,STARS IN THE FOREST ANIMAL SANCTUARY INC,North Port,Sarasota,34291,D34,Y,03,1,1,0,files-990PF;private-foundation:03
30,237520606,WOMEN OF THE MOOSE,Venice,Sarasota,34291,,,00,0,0,0,name:service-club
30,260057064,GULF COVE CHAPTER 2252 WOMEN OF THE MOOSE,Englewood,Sarasota,34224,,,00,0,0,0,name:service-club
30,261201470,PAUL SCHULTE FOUNDATION INC,Oneco,Manatee,34264,T30,,15,0,0,0,ntee-grantmaker:T30;name:foundation
30,270672654,NATIONAL EXCHANGE CLUB,Palmetto,Manatee,34221,,,00,0,0,0,name:service-club
30,274149749,ROTARY INTERNATIONAL,Sarasota,Sarasota,34238,,,00,0,0,0,name:service-club
30,320467696,SAVE A LEG SAVE A LIFE FOUNDATION INC,Bradenton,Manatee,34208,T30,,15,0,0,0,ntee-grantmaker:T30;name:foundation
30,392119860,SURE AND STEADFAST FOUNDATION INCORPORATED,Sarasota,Sarasota,34240,T99,,16,0,0,0,ntee-grantmaker:T99;name:foundation
30,392184826,ETERNAL COVENANT FOOD PANTRY,Parrish,Manatee,34219,K31,Y,03,0,0,0,files-990PF;private-foundation:03
30,393318448,LIVING STONE HOMES,Parrish,Manatee,34219,L20,Y,04,0,0,0,files-990PF;private-foundation:04
30,393663567,SERTOMA SPEECH CLINIC OF VENICE INC,Venice,Sarasota,34285,E50,,15,0,0,0,name:service-club
30,394473442,HEART OF JUNIPER INC,Sarasota,Sarasota,34233,O20,Y,04,0,0,0,files-990PF;private-foundation:04
30,396820793,H R & K A DOMBROWSKI CHAR FDN TR 10 02 2024,Sarasota,Sarasota,34233,,Y,04,0,0,0,files-990PF;private-foundation:04
30,412954071,KATHRYN J MEREDITH CHARITABLE FOUND ATION INC,Palmetto,Manatee,34221,P20,Y,04,0,0,0,files-990PF;private-foundation:04
30,413933229,JUSTNELF,Venice,Sarasota,34293,P33,Y,04,0,0,0,files-990PF;private-foundation:04
30,463184054,VENICE SUNRISE ROTARY CHARITIES INC,Venice,Sarasota,34284,S80,,15,0,0,0,name:service-club
30,472304983,MCINTOSH MIDDLE SCHOOL PTO,Sarasota,Sarasota,34232,T12,,16,0,0,0,ntee-grantmaker:T12;name:alumni/booster
30,472325369,ROTARY INTERNATIONAL,Longboat Key,Sarasota,34228,,,00,0,0,0,name:service-club
30,474517627,BILL MEADOWS FOUNDATION INC,Venice,Sarasota,34293,T30,,15,0,0,0,ntee-grantmaker:T30;name:foundation
30,474848400,MANATEE COUNTY MEDICAL SOCIETY FOUNDATION INC,Bradenton,Manatee,34207,T30,,15,0,0,0,ntee-grantmaker:T30;name:foundation
30,510191240,ENGLEWOOD CHAPTER 1582 WOMEN OF THE MOOSE,Englewood,Sarasota,34223,,,00,0,0,0,name:service-club
30,510199568,PALMETTO CHAPTER 1225 WOMEN OF THE MOOSE,Palmetto,Manatee,34220,,,00,0,0,0,name:service-club
30,510210333,GULF GATE CHAPTER 1770 WOMEN OF THE MOOSE,Sarasota,Sarasota,34231,,,00,0,0,0,name:service-club
30,510211185,KIWANIS INTERNATIONAL INC,North Port,Sarasota,34290,,,00,0,0,0,name:service-club
30,510224638,ROTARY INTERNATIONAL,Venice,Sarasota,34284,,,00,0,0,0,name:service-club
30,522448334,KIWANIS INTERNATIONAL INC,Bradenton,Manatee,34280,,,00,0,0,0,name:service-club
30,571224325,KIWANIS INTERNATIONAL INC,Englewood,Sarasota,34224,,,00,0,0,0,name:service-club
30,592089501,ROTARY INTERNATIONAL,Sarasota,Sarasota,34230,,,00,0,0,0,name:service-club
30,592202906,THUNDERBOLT MOOSE LEGION NO 201,Sarasota,Sarasota,34234,,,00,0,0,0,name:service-club
30,592393352,BRADENTON CHAPTER NO 1072 WOMEN OF THE MOOSE,Bradenton,Manatee,34203,,,00,0,0,0,name:service-club
30,592497656,ZONTA INTERNATIONAL,Sarasota,Sarasota,34230,,,00,0,0,0,name:service-club
30,592500493,THE COUNCIL FOR EXCEPTIONAL CHILDREN SARASOTA SUNSET CHAPTER,Sarasota,Sarasota,34232,P20,Y,04,0,0,0,files-990PF;private-foundation:04
30,596209578,ROTARY INTERNATIONAL,Holmes Beach,Manatee,34218,,,00,0,0,0,name:service-club
30,596212732,KIWANIS INTERNATIONAL INC,Palmetto,Manatee,34220,,,00,0,0,0,name:service-club
30,612263757,A SECOND CHANCE AT LIFE INC,Sarasota,Sarasota,34232,D20,Y,04,0,0,0,files-990PF;private-foundation:04
30,650207226,NORTH PORT CHAPT NO 1892 WOMEN OF THE MOOSE,North Port,Sarasota,34290,,,00,0,0,0,name:service-club
30,650342597,SARASOTA CHAPTER NO 1968 WOMEN OF THE MOOSE,Sarasota,Sarasota,34230,,,00,0,0,0,name:service-club
30,650565503,THE NORTH MANATEE KIWANIS CHARITABLE FUND,Palmetto,Manatee,34220,S820,,15,0,0,0,name:service-club
30,651140731,KIWANIS CLUB OF SIESTA KEY INC,Sarasota,Sarasota,34238,Y99,,00,0,0,0,name:service-club
30,812956324,SUNCOAST YOUTH FOUNDATION INCORPORATED,Sarasota,Sarasota,34241,T31,,15,0,0,0,ntee-grantmaker:T31;name:foundation
30,822294660,GIVE A HOOP FOUNDATION INC,Parrish,Manatee,34219,T30,,15,0,0,0,ntee-grantmaker:T30;name:foundation
30,832869728,CONNERS LEGACY FOUNDATION INC,Sarasota,Sarasota,34236,T23,,15,0,0,0,ntee-grantmaker:T23;name:foundation
30,883752237,ROTARY CLUB OF ENGLEWOOD SUNSET IMPACT INC,Englewood,Sarasota,34224,S80,,15,0,0,0,name:service-club
30,922055807,RHINO BASEBALL INC,Palmetto,Manatee,34221,N63,Y,04,0,0,0,files-990PF;private-foundation:04
30,931601581,INDIGENOUS IN MUSIC & ARTS USA INC,Bradenton,Manatee,34207,A20,Y,04,0,0,0,files-990PF;private-foundation:04
30,932255708,ENGLEWOOD YOUNG PROFESSIONALS SOCIAL CLUB INC,Englewood,Sarasota,34223,P27,Y,04,0,0,0,files-990PF;private-foundation:04
30,932313612,RMC FOUNDATION INC,Bradenton,Manatee,34203,T99,,16,0,0,0,ntee-grantmaker:T99;name:foundation
30,932641514,941 HOOPS INC,Venice,Sarasota,34293,N62,Y,04,0,0,0,files-990PF;private-foundation:04
30,932728941,CHRIST CHILD SOCIETY OF SARASOTA-BRADENTON,Sarasota,Sarasota,34238,P30,Y,04,0,0,0,files-990PF;private-foundation:04
30,932843873,KIWANIS CLUB OF MANATEE RIVER,Bradenton,Manatee,34205,,,00,0,0,0,name:service-club
30,933148489,MINDFUL PATHS CENTER INC,Sarasota,Sarasota,34243,F30,Y,04,0,0,0,files-990PF;private-foundation:04
30,934051264,FIGHTER FOR FATHERS,Bradenton,Manatee,34207,R01,Y,04,0,0,0,files-990PF;private-foundation:04
30,934410778,SUNSHINE HOPE INC,Bradenton,Manatee,34212,C12,Y,04,0,0,0,files-990PF;private-foundation:04
30,934509191,PALMER RANCH SINGERS INC,Sarasota,Sarasota,34235,A6B,Y,03,0,0,0,files-990PF;private-foundation:03
30,991997958,VASH RE INVESTMENTSSARA INC,Sarasota,Sarasota,34236,P30,Y,04,0,0,0,files-990PF;private-foundation:04
30,993330606,BRICKHOUSE FAMILY FOUNDATION INC,Sarasota,Sarasota,34231,T12,,15,0,0,0,ntee-grantmaker:T12;name:foundation
30,994358262,CHESTER RED WILSON CHARITABLE FOUNDATION INC,Venice,Sarasota,34292,T31,,16,0,0,0,ntee-grantmaker:T31;name:foundation
25,943461526,RYON D PROVENCHER MEMORIAL FUND,Englewood,Sarasota,34295,T50,,15,4199,77400,38109,name:memorial-fund
25,205845298,TOM WALLIN MEMORIAL REEF FUND INC,Sarasota,Sarasota,34242,,,00,0,0,0,name:memorial-fund
25,592743671,PERRY E LANNING MEMORIAL FUND INC,Sarasota,Sarasota,34241,,,15,0,0,0,name:memorial-fund
23,591843274,STATE COLLEGE OF FLORIDA FOUNDATION INC,Bradenton,Manatee,34207,B114,,15,105321832,26279325,9169741,name:foundation;ntee-education:B114;name:education
23,590911744,NEW COLLEGE FOUNDATION INCORPORATED,Sarasota,Sarasota,34243,B110,,15,57947210,47554257,14077675,name:foundation;ntee-education:B110;name:education
23,592320858,EDUCATION FOUNDATION OF SARASOTA CO UNTY INC,Sarasota,Sarasota,34231,B122,,15,12030085,6201815,4780412,name:foundation;ntee-education:B122;name:education
23,043674332,BOOKER HIGH SCHOOL FOUNDATION FOR ARTS & EDUCATION INC,Sarasota,Sarasota,34234,B11,,15,206750,184049,184049,name:foundation;ntee-education:B11;name:education
23,300096001,MANATEE TECHNICAL COLLEGE FOUNDATION,Bradenton,Manatee,34203,B112,,15,158363,62532,62532,name:foundation;ntee-education:B112;name:education
23,991238212,MORNINGSTAR EDUCATIONAL FOUNDATION INC,Sarasota,Sarasota,34242,B99,,15,19006,738890,738890,name:foundation;ntee-education:B99;name:education
23,205266819,EAST MANATEE EDUCATIONAL FOUNDATION INC,Sarasota,Sarasota,34236,B112,,15,0,0,0,name:foundation;ntee-education:B112;name:education
23,271759668,COUCH MUSIC EDUCATION FOUNDATION INC,Palmetto,Manatee,34221,B28,,15,0,0,0,name:foundation;ntee-education:B28;name:education
23,471612002,FLORIDA ENRICHMENT ACADEMY FOUNDATION INC,Sarasota,Sarasota,34237,B90,,16,0,0,0,name:foundation;ntee-education:B90;name:education
23,810835561,ALIENA J SHEA LEARNING FOUNDATION INC,Sarasota,Sarasota,34231,B20,,16,0,0,0,name:foundation;ntee-education:B20;name:education
23,812503348,MADDA EDUCATIONAL FOUNDATION INC,Bradenton,Manatee,34209,B99,,15,0,0,0,name:foundation;ntee-education:B99;name:education
23,814810624,VIETNAM WALL EDUCATION FOUNDATION INC,North Port,Sarasota,34288,B12,,15,0,0,0,name:foundation;ntee-education:B12;name:education
23,923824618,LIGHTHOUSE EDUCATIONAL FOUNDATION INC,Sarasota,Sarasota,34235,B24,,11,0,0,0,name:foundation;ntee-education:B24;name:education
20,461337168,TAKE STOCK IN CHILDREN OF MANATEE COUNTY INC,Palmetto,Manatee,34221,T30,,15,5103389,1424147,1424147,ntee-grantmaker:T30
20,593457923,SAMARITAN COUNSELING SERVICES OF THE GULF COAST INC,Sarasota,Sarasota,34239,T20I,,15,1625194,3004566,2961322,ntee-grantmaker:T20I
20,202651678,GULF COAST STRATEGIC INVESTMENTS INC,Venice,Sarasota,34285,T30,,17,837228,0,0,ntee-grantmaker:T30
20,656315837,JEANETTE B MCCAY IRRV TR 091619,Englewood,Sarasota,34295,,Y,00,729028,54778,0,files-990PF
20,020709043,EVERYONE CAN HELP INC,Venice,Sarasota,34285,T12,,15,531916,1639190,1276449,ntee-grantmaker:T12
20,300938707,VISION FOR THE AMERICAS INC,Sarasota,Sarasota,34242,T30,,15,452139,182688,182688,ntee-grantmaker:T30
20,590655170,BRADENTON WOMANS CLUB INC,Bradenton,Manatee,34205,T31,,15,151043,123068,114268,ntee-grantmaker:T31
20,311753063,DOLLARS FOR MAMMOGRAMS INC,Englewood,Sarasota,34295,T30,,15,89919,112137,111637,ntee-grantmaker:T30
20,932177578,SHUCKIN GOOD CAUSE FUND,Bradenton,Manatee,34210,T30,,15,60902,366589,366589,ntee-grantmaker:T30
20,465207111,LIBERTORE FUND FOR CHILDREN INC,Sarasota,Sarasota,34236,T30,,15,25204,238318,215214,ntee-grantmaker:T30
20,933998455,MY FAVORITE RACE EVENTS INC,Venice,Sarasota,34285,T12,,16,7783,134118,28222,ntee-grantmaker:T12
20,862001061,WHO SAID SHOTS LOCAL 7433 INC,Sarasota,Sarasota,34231,T12,,16,2069,29523,27246,ntee-grantmaker:T12
20,454870983,FLOODGATES,Sarasota,Sarasota,34241,T30,,15,9,26269,26269,ntee-grantmaker:T30
20,562414389,LOVELAND LEGACY INC,Venice,Sarasota,34292,T30,,17,1,0,0,ntee-grantmaker:T30
20,300120600,CHRYSALIS INC,Bradenton,Manatee,34205,T30,,16,0,0,0,ntee-grantmaker:T30
20,332017560,JUNTOS SRO INC,Longboat Key,Sarasota,34228,T12,,16,0,0,0,ntee-grantmaker:T12
20,333462555,WOMENADE OF MANATEE COUNTY,Parrish,Manatee,34219,T30,,16,0,0,0,ntee-grantmaker:T30
20,393022677,CALDWELL TRUST COMPANY DONOR ADVISED FUND INC,Venice,Sarasota,34292,T12,,15,0,0,0,ntee-grantmaker:T12
20,413973764,BOCA ROYALE BOCA CARES,Englewood,Sarasota,34223,T12,,16,0,0,0,ntee-grantmaker:T12
20,414062086,COMPASSION NET,Sarasota,Sarasota,34243,T99,,16,0,0,0,ntee-grantmaker:T99
20,453608966,EMBASSY RANCH INC,Parrish,Manatee,34219,T30,,15,0,0,0,ntee-grantmaker:T30
20,454543553,KIDS SERVE DOT COM INC,Bradenton,Manatee,34209,T12,,15,0,0,0,ntee-grantmaker:T12
20,461299148,FISHIN FOR HEROES - WOUNDED WARRIORS INC,Englewood,Sarasota,34224,T30,,15,0,0,0,ntee-grantmaker:T30
20,471704668,ROAD TO INDEPENDENCE INC,Venice,Sarasota,34284,T22,,16,0,0,0,ntee-grantmaker:T22
20,592669039,CASEY KEY LIBRARY ASSOCIATION INC,Osprey,Sarasota,34229,T30,,16,0,0,0,ntee-grantmaker:T30
20,650420093,FRIENDS OF SOUTH MANATEE LIBRARY INC,Bradenton,Manatee,34207,T30,,16,0,0,0,ntee-grantmaker:T30
20,650675395,UNIVERSITY CONSORTIUM OF THE AMERICAS INC,Sarasota,Sarasota,34236,T20I,,15,0,0,0,ntee-grantmaker:T20I
20,650946428,SATURDAY NIGHT OUT INC,Bradenton,Manatee,34207,T30,,16,0,0,0,ntee-grantmaker:T30
20,651149584,SAMARITANS CHAPEL INC,Venice,Sarasota,34285,T99,,15,0,0,0,ntee-grantmaker:T99
20,821679158,HELP WHERE YOU CAN INC,Bradenton,Manatee,34208,T30,,15,0,0,0,ntee-grantmaker:T30
20,824370732,COLOMBIAN ASSOCIATION OF PORT CHARLOTTE INC,Englewood,Sarasota,34224,T12,,15,0,0,0,ntee-grantmaker:T12
20,871446224,B & N GUARD MEMORIAL FUNDRAISING INC,Parrish,Manatee,34219,T30,,16,0,0,0,ntee-grantmaker:T30
20,923904218,BROTHERS OF TYRE INC,Bradenton,Manatee,34208,T12,,16,0,0,0,ntee-grantmaker:T12
20,932921399,PARADISE KANDLES INC,Bradenton,Manatee,34203,T30,,15,0,0,0,ntee-grantmaker:T30
20,992206402,SHEPHERDS FUND INC,Sarasota,Sarasota,34234,T12,,21,0,0,0,ntee-grantmaker:T12
20,992644394,VETERAN MELODIES INC,Palmetto,Manatee,34221,T30,,15,0,0,0,ntee-grantmaker:T30
20,992767090,FLORIDA BOYS & GIRLS CLUBS INC,Sarasota,Sarasota,34237,T30,,21,0,0,0,ntee-grantmaker:T30
20,993692666,HUNGRY FOR CHANGE,Englewood,Sarasota,34223,T30,,15,0,0,0,ntee-grantmaker:T30
20,996405348,DAWN H SPENCER CHARITABLE REMAINDER UNITRUST,Sarasota,Sarasota,34236,,Y,00,0,0,0,files-990PF
