score,ein,name,city,county,zip,ntee,files_990pf,foundation_cd,assets,income,revenue,signals
60,656470902,ROSENFIELD FAM FOUNDATION TR AGREEMENT 10132007,Longboat Key,Sarasota,34228,T22,Y,04,131058,5422,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,861122241,THE ROTARY CLUB OF ANNA MARIA ISLAND FOUNDATION INC,Holmes Beach,Manatee,34218,T30,,16,130606,152456,55692,name:service-club;ntee-grantmaker:T30;name:foundation
60,880950683,HIGHER LEVEL FOUNDATION INC,Sarasota,Sarasota,34234,T22,Y,04,124971,75000,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,872283661,U N I FOUNDATION INCORPORATED,Sarasota,Sarasota,34237,T30,Y,04,113456,5000,0,ntee-grantmaker:T30;files-990PF;private-foundation:04;name:foundation
60,597271891,DOTTIE AND STUART WATT PRIVATE OPERATING FOUNDATION TR,Sarasota,Sarasota,34242,T23,Y,04,97763,3979,0,ntee-grantmaker:T23;files-990PF;private-foundation:04;name:foundation
60,656354222,BETTY CASTIGLIANO FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,93982,4605,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,205822145,THE JAMES BILLINGS FOUNDATION INC,Sarasota,Sarasota,34240,T22,Y,04,93343,56101,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,272080244,DOUG MANSFIELD FOUNDATION TRUST,Sarasota,Sarasota,34243,T22,Y,04,84339,26938,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,460924594,CHRISTOPHER THOMAS PHILIP FOUNDATION INC,Sarasota,Sarasota,34242,T22,Y,04,75907,2717,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,203740984,ERNAV CHARITABLE TRUST,Bradenton,Manatee,34202,T22,Y,04,63810,3616,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,650688223,NEW AMSTERDAM CHARITABLE FOUNDATION,Sarasota,Sarasota,34238,T99Z,Y,04,60414,109811,0,ntee-grantmaker:T99Z;files-990PF;private-foundation:04;name:foundation
60,300023235,KELLY FAMILY CHARITABLE FOUNDATION INC,Venice,Sarasota,34285,T22,Y,04,55365,1484,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,830448825,ARIS AND MARIANNE MARDIROSSIAN CHARITABLE FOUNDATION,Venice,Sarasota,34284,T22,Y,04,51998,2200,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,651120528,ROBERT AND JUNE MCKILLOP FOUNDATION INC,Osprey,Sarasota,34229,T21,Y,04,48790,51258,0,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation
60,400000166,GIDEL FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,48256,18907,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,650860386,PAVER FAMILY FOUNDATION INC,Sarasota,Sarasota,34240,T20,Y,04,48253,997,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,650965684,MILLER FAMILY CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34240,T20,Y,04,42795,266261,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,841568622,SUSAN RILEY FAMILY FOUNDATION,Sarasota,Sarasota,34238,T20,Y,04,40195,6917,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,201918796,JEFFREY S GOULD FOUNDATION INC,Sarasota,Sarasota,34242,T22,Y,04,37122,201737,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,311777763,RALPH G GORENSTEIN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34242,T20,Y,04,34722,150000,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,921282414,SAAJ FOUNDATION INC,Bradenton,Manatee,34211,T99,Y,04,33915,19181,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,656253272,FOUNDATION TR,Venice,Sarasota,34292,T22Z,Y,04,33866,1422,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:foundation
60,208621519,RICK AND JO BERQUIST FOUNDATION,Palmetto,Manatee,34221,T20,Y,04,32167,14625,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,161586282,PASLAQUA CHARITABLE FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,30100,40065,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,874833989,SILVER CIRCLE FAMILY FOUNDATION,Sarasota,Sarasota,34239,T20,Y,04,29560,2419,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,546440900,HOFMANN FOUNDATION CHARITABLE TR,Sarasota,Sarasota,34236,T20Z,Y,04,29239,14441,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,650716854,JOHN G & ANNA MARIA TROIANO FOUNDATION INC,Longboat Key,Sarasota,34228,T20Z,Y,04,28012,75026,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,882645983,WILLAM B MURPHY THRIVE FOUNDATION,Longboat Key,Sarasota,34228,T22,Y,04,23137,28450,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,844374047,DAN & MEG COLLINS FAMILY FOUNDATION INC,Osprey,Sarasota,34229,T99,Y,04,23040,569,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,832368107,ROSENTHAL ROOTS FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,15447,312,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,860872198,VISTA MAKAI FOUNDATION INC,Sarasota,Sarasota,34231,T20Z,Y,04,15391,6018,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,834151724,DELINE CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34231,T22,Y,04,14930,83600,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,020255205,THE PERLMAN FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,12128,218900,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,922135545,KENDALL FAMILY FOUNDATION INC,Venice,Sarasota,34293,T23,Y,04,11012,1783,0,ntee-grantmaker:T23;files-990PF;private-foundation:04;name:foundation
60,823845200,BENCH FAMILY FOUNDATION INC,Sarasota,Sarasota,34234,T22,Y,04,10693,37,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,260362176,MELY & RICK REY FOUNDATION INC,Sarasota,Sarasota,34242,T20,Y,04,10495,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,273074768,LEWIS W TAUB AND JOANNE T TAUB FAMILY FOUNDATION INC,Lakewood Ranch,Manatee,34202,T20,Y,04,7663,103,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,251724052,WEINER FAMILY FOUNDATION,Sarasota,Sarasota,34236,T20Z,Y,04,5603,72001,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,883894153,SARASOTA CITY FOUNDATION INCORPORATED,Sarasota,Sarasota,34236,T20,Y,04,5404,5138,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,467198726,POMPOSI FOUNDATION,Bradenton,Manatee,34211,T20,Y,04,5243,3221,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,061562793,FRANK A GUNTHER FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,5218,50000,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,650992811,IMAGINE FOUNDATION,Sarasota,Sarasota,34236,T22,Y,04,4430,1,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,810738539,TRIVISONNO FOUNDATION,Sarasota,Sarasota,34239,T20,Y,04,4347,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,331195302,SALMORE FAMILY FOUNDATION INC,Sarasota,Sarasota,34242,T20,Y,04,3068,298,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,300881461,THE WILLIAM AND ELIZABETH KAHANE FAMILY FOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,2429,3232,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,650753913,EDMUND AND ELIZABETH CAMPBELL FOUNDATION INC,Venice,Sarasota,34285,T20Z,Y,04,2076,1,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04;name:foundation
60,831044279,MELIORA FOUNDATION INC,Sarasota,Sarasota,34236,T12,Y,04,959,97569,0,ntee-grantmaker:T12;files-990PF;private-foundation:04;name:foundation
60,471637993,BAYCROSS CHRISTIAN FAMILY FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,670,130500,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,203973066,MCGILLICUDDY FAMILY FOUNDATION INC,Sarasota,Sarasota,34239,T20,Y,04,600,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,862294068,SAFE & LOVED FOUNDATION INC,Osprey,Sarasota,34229,T22,Y,04,223,109723,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,203347815,DOUGLAS AND JULIA LUMPKIN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34242,T21,Y,04,105,3200,0,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation
60,203506500,MSC FOUNDATION INC,Sarasota,Sarasota,34236,T22,Y,04,1,89328,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,205521563,LARRY AND MARY GREENSPON FOUNDATION INC,Longboat Key,Sarasota,34228,T22,Y,04,1,25,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,261856794,LOW-MANCHESTER FOUNDATION,Sarasota,Sarasota,34239,T20,Y,04,1,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,464949108,BRAD DUNN FOUNDATION INC,Bradenton,Manatee,34203,T23,Y,03,1,1,0,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation
60,472898806,SY & LINDA SHERR FOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,1,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,743218734,GERARD & BARBARA SHAPIRO FAMILY FOUNDATION,Venice,Sarasota,34292,T20,Y,04,1,525,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,842767020,HRUBY FAMILY FOUNDATION INC,Palmetto,Manatee,34221,T22,Y,04,1,1,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,854273711,COMPASS AMERICA FOUNDATION INC,Nokomis,Sarasota,34275,T12,Y,04,1,50000,0,ntee-grantmaker:T12;files-990PF;private-foundation:04;name:foundation
60,932791725,PETREE FAMILY FOUNDATION INC,Englewood,Sarasota,34224,T20,Y,04,1,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,993906884,REINHART FAMILY FOUNDATION INC,Sarasota,Sarasota,34237,T22,Y,04,1,1,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,412401180,THE DORA GALLIPOLI FOUNDATION INC,Englewood,Sarasota,34223,T22,Y,04,0,0,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,810745959,CALLIGAN FAMILY FOUNDATION,Venice,Sarasota,34293,T20,Y,04,0,0,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,920390991,DANNY DUNCAN FOUNDATION INC,Englewood,Sarasota,34223,T22,Y,04,0,0,0,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation
60,923996937,NORTON AND PATRICIA BARON CHARITABLE FOUNDATION INC,Longboat Key,Sarasota,34228,T20,Y,04,0,0,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
60,991825379,MINORITY DOCTOR DIRECTORY FOUNDATION,Bradenton,Manatee,34211,T99,Y,04,0,0,0,ntee-grantmaker:T99;files-990PF;private-foundation:04;name:foundation
60,991833524,CARY COHENOUR FOUNDATION INC,Bradenton,Manatee,34211,T20,Y,04,0,0,0,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation
58,273327660,COLLEGE YES INCORPORATED,Sarasota,Sarasota,34232,B82,,16,1,2155,2155,ntee:B82;ntee-education:B82;name:education
58,392782921,VENICE AREA WOMENS COLLEGE CLUB INC,Venice,Sarasota,34293,B82,,16,0,0,0,ntee:B82;ntee-education:B82;name:education
58,472352850,TURN THE PAGE EDUCATIONAL FUND INC,Sarasota,Sarasota,34236,B82,,15,0,0,0,ntee:B82;ntee-education:B82;name:education
55,650533522,BERRY EDUCATIONAL TRUST INC,Longboat Key,Sarasota,34228,T22Z,Y,04,206799,25947,0,ntee-grantmaker:T22Z;files-990PF;private-foundation:04;name:education
53,331012774,TSIC OF SARASOTA COUNTY INC,Sarasota,Sarasota,34234,B82,,15,8037030,1017795,1017667,ntee:B82;ntee-education:B82
53,542067236,THE OAKS WOMENS CLUB INC,Osprey,Sarasota,34229,B82,,16,623623,299982,262921,ntee:B82;ntee-education:B82
53,810724553,KIDS CHANCE OF FLORIDA INC,Sarasota,Sarasota,34230,B82,,16,401484,149600,149600,ntee:B82;ntee-education:B82
53,161776367,HOWARD CLUB OF SOUTHWEST FLORIDA INC,Parrish,Manatee,34219,B82,,15,237767,85920,85920,ntee:B82;ntee-education:B82
53,650636034,WORLD CLASS EDUCATIONAL RESEARCH FOUNDATION INC,Sarasota,Sarasota,34276,B90Z,Y,04,229110,5421,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B90Z;name:education
53,204526203,CHILDREN OF FALLEN SOLDIERS RELIEFFUND INC,Sarasota,Sarasota,34231,B82,,15,124694,103759,103759,ntee:B82;ntee-education:B82
53,473680908,US OPEN EDUCATION RESOURCES FOUNDATION INC,Sarasota,Sarasota,34240,B90,Y,03,40912,1523,0,files-990PF;private-foundation:03;name:foundation;ntee-education:B90;name:education
53,611809501,LEAVEN INC,Sarasota,Sarasota,34238,B82,,15,39976,75000,75000,ntee:B82;ntee-education:B82
53,871914923,MITTENS HELPING HAND CORP,Sarasota,Sarasota,34239,B82,,16,23048,74004,74004,ntee:B82;ntee-education:B82
53,760711222,SIGMA ALPHA LAMBDA INC,Bradenton,Manatee,34209,B82,,16,13703,8400,8400,ntee:B82;ntee-education:B82
53,852432110,ARTHUR AND SUSAN LUGER EDUCATIONAL FOUNDATION INC,Sarasota,Sarasota,34243,B12,Y,04,1,1,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B12;name:education
53,205609214,BWIA MICHIGAN INC,Sarasota,Sarasota,34236,B82,,15,0,0,0,ntee:B82;ntee-education:B82
53,372075279,IT TAKES A VILLAGE INC,Sarasota,Sarasota,34236,B82,,16,0,0,0,ntee:B82;ntee-education:B82
53,392770494,DMT CHARITABLE CORPORATION,Palmetto,Manatee,34221,B82,,15,0,0,0,ntee:B82;ntee-education:B82
53,413112145,SOCRATES EDUCATION FOUNDATION,Sarasota,Sarasota,34241,B99,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B99;name:education
53,413157259,APOLLO EDUCATION FOUNDATION,Sarasota,Sarasota,34241,B99,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B99;name:education
53,413292304,ZEUS EDUCATION FOUNDATION,Sarasota,Sarasota,34241,B99,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B99;name:education
53,451596509,FIVE PEARLS OF EXCELLENCE,Bradenton,Manatee,34212,B82,,15,0,0,0,ntee:B82;ntee-education:B82
53,464348723,BEE RIDGE WOMANS CLUB INC,Sarasota,Sarasota,34276,B82,,16,0,0,0,ntee:B82;ntee-education:B82
53,591718904,ANNA MARIA ISLAND PRIVATEERS INC,Oneco,Manatee,34264,B82,,15,0,0,0,ntee:B82;ntee-education:B82
50,814562993,AD IMPACT,Sarasota,Sarasota,34236,T20,Y,04,108545267,23447800,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,146285967,LOUIS AND GLORIA FLANZER PHILANTRHOPIC TR,Sarasota,Sarasota,34236,T20,Y,04,93895705,13829027,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,650173371,COMMUNITY FOUNDATION TRUST OF SARASOTA COUNTY,Sarasota,Sarasota,34237,T11,,17,15494610,2550296,827710,name:community-foundation;name:foundation
50,456968359,CARY JAY MORRISON TR DATED DECEMBER 8 2008 AS AMENDED,Sarasota,Sarasota,34231,T20,Y,04,7287837,2782927,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,208059666,JERRY L AND FAY E BAINBRIDGE FAMILYFOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,5578102,1577936,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,201456820,MISDEE WRIGLEY AND JAMES MATHER MILLER,Sarasota,Sarasota,34239,T22,Y,04,4553923,639103,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,271564922,BROKEN WHEEL MINISTRIES,Englewood,Sarasota,34223,T20,Y,03,4001227,2302471,0,ntee-grantmaker:T20;files-990PF;private-foundation:03
50,820540623,GETZEN FAMILY CHARITIES INC,Sarasota,Sarasota,34231,T22,Y,04,3770116,722100,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,306271110,H GLADSTONE AND BETTY PRITCHARD MCKEON CHARITABLE TR UA 01012011,Sarasota,Sarasota,34239,T12,Y,04,1979277,527961,0,ntee-grantmaker:T12;files-990PF;private-foundation:04
50,656212721,LEWIS E KERN RES CHARITABLE TR UA 070385,Sarasota,Sarasota,34236,T20Z,Y,04,1026315,233708,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04
50,260563823,ORMOND W DIXON CHARITABLEFOUNDATION,Englewood,Sarasota,34223,T22,Y,04,873782,134309,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,816266418,NEWTON IRT FBO BOYS & GIRLS CLUB OF SARASOTA,Sarasota,Sarasota,34236,T20,Y,04,837576,419531,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,226614855,MARGARET M LYNSKEY TR,Longboat Key,Sarasota,34228,T20Z,Y,04,799543,99570,0,ntee-grantmaker:T20Z;files-990PF;private-foundation:04
50,223697005,LAURENTI FAMILY CHARITABLE TR,Sarasota,Sarasota,34277,T22,Y,04,775514,174836,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,831983302,MARCEL A NICOLAS JR AND MARGUERITE M NICOLAS CHAR FDN INC,Englewood,Sarasota,34295,T20,Y,04,606212,65837,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,650056930,PLANTATION COMMUNITY FOUNDATION INC,Venice,Sarasota,34293,,,16,606155,204471,168203,name:community-foundation;name:foundation
50,208104471,ROBERT AND SHERRY ROGERS MDFOUNDATION INC,Sarasota,Sarasota,34238,T20,Y,04,442315,68162,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,650967209,WORD PLUS INC,Parrish,Manatee,34219,T22,Y,04,360729,14932,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,611757796,RANDOM ACTS OF KINDNESS INC,Sarasota,Sarasota,34240,T20,Y,04,322429,379816,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,204010710,LEELA AND MURALI D ATLURU FAMILYFOUNDATION INC,Sarasota,Sarasota,34236,T20,Y,04,213988,38373,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,596214582,THE SERTOMA CLUB OF BRADENTON INC,Bradenton,Manatee,34209,T30,,16,176833,146143,109950,name:service-club;ntee-grantmaker:T30
50,204342322,ROTARY FLORIDA PETS INC,Venice,Sarasota,34293,T31,,16,145071,241272,241272,name:service-club;ntee-grantmaker:T31
50,591867552,IVY LEAGUE CLUB SCHOLARSHIP FUND,Sarasota,Sarasota,34230,,,15,137136,58443,19039,name:scholarship
50,046885196,KOBREN FAM CHARITABLE TR,Sarasota,Sarasota,34236,T20,Y,04,111335,6215,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,650132057,POP WARNER LITTLE SCHOLARS INC,Sarasota,Sarasota,34276,,,15,77291,273011,273011,name:scholarship
50,760844687,MST FOUNATION,Sarasota,Sarasota,34238,T22,Y,04,50012,5,0,ntee-grantmaker:T22;files-990PF;private-foundation:04
50,356865820,ARBAUGH FAM CHARITABLE TR,Venice,Sarasota,34292,T20,Y,04,48464,7569,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,237368554,POP WARNER LITTLE SCHOLARS INC,Venice,Sarasota,34284,N63,,15,38416,342560,312974,name:scholarship
50,464045595,TRI COUNTY COMMUNITY FOUNDATION,Venice,Sarasota,34293,W01,,15,34948,64597,64597,name:community-foundation;name:foundation
50,591861907,SERTOMA INC,Venice,Sarasota,34284,T30,,16,31580,175970,175970,name:service-club;ntee-grantmaker:T30
50,208396657,SHAPOLSKY SIEGEL CHARITABLEFOUNDATION,Sarasota,Sarasota,34236,T20,Y,04,31572,3,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,596213279,SERTOMA INC,Sarasota,Sarasota,34230,T30,,16,28083,178338,106869,name:service-club;ntee-grantmaker:T30
50,593361952,POP WARNER LITTLE SCHOLARS INC,North Port,Sarasota,34290,,,15,27814,94477,94477,name:scholarship
50,922077303,ROTARY CLUB AT WELLEN PARK INC,Venice,Sarasota,34293,T99,,16,19413,49083,49083,name:service-club;ntee-grantmaker:T99
50,834029292,MANASOTA CHRISTIAN COMMUNITY FOUNDATION INC,Sarasota,Sarasota,34234,X20,,15,6826,5750,5750,name:community-foundation;name:foundation
50,922342649,UPLIFTING FACES INC,Osprey,Sarasota,34229,T30,Y,04,6107,85,0,ntee-grantmaker:T30;files-990PF;private-foundation:04
50,933856820,YAQAR HARMONY RETREAT,Sarasota,Sarasota,34241,T23,Y,04,3733,13299,0,ntee-grantmaker:T23;files-990PF;private-foundation:04
50,656368603,GREEN CHARITABLE TR UA 050901,Ellenton,Manatee,34222,T23,Y,03,1647,114022,0,ntee-grantmaker:T23;files-990PF;private-foundation:03
50,832017684,LIONHELD INC,Bradenton,Manatee,34202,T99,Y,04,300,4962,0,ntee-grantmaker:T99;files-990PF;private-foundation:04
50,473421579,CREATIVE ARTS LAB INC,Osprey,Sarasota,34229,T20,Y,03,156,1,0,ntee-grantmaker:T20;files-990PF;private-foundation:03
50,332275406,LYN PROJECT INC,Parrish,Manatee,34219,T20,Y,04,0,0,0,ntee-grantmaker:T20;files-990PF;private-foundation:04
50,333301849,PHILADELPHIA COMMUNITY FOUNDATION INC,Sarasota,Sarasota,34234,S20,,16,0,0,0,name:community-foundation;name:foundation
50,542119051,CATHOLIC COMMUNITY FOUNDATION OF SOUTHWEST FLORIDA INC,Venice,Sarasota,34285,X122,,10,0,0,0,name:community-foundation;name:foundation
50,853485716,DAKIN FAMILY SCHOLARSHIP FUND INC,Myakka City,Manatee,34251,K20,,15,0,0,0,name:scholarship
50,854273952,UPPER ROOM COMMUNITY FOUNDATION INC,Bradenton,Manatee,34209,S02,,15,0,0,0,name:community-foundation;name:foundation
50,861375548,MODERN SCHOLARS INCORPORATED,Palmetto,Manatee,34221,O50,,16,0,0,0,name:scholarship
50,920725529,LINK COMMUNITY FOUNDATION,Sarasota,Sarasota,34239,S11,,15,0,0,0,name:community-foundation;name:foundation
48,592243926,WILSON - WOOD FOUNDATION INC,Nokomis,Sarasota,34275,B99Z,Y,04,14916031,2970915,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B99Z
48,372168030,HAYES FAMILY FOUNDATION,Sarasota,Sarasota,34231,B19,Y,04,10041424,10041424,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B19
48,813880345,ROTARY ZONES 33-34 FOUNDATION,Venice,Sarasota,34293,B60,,16,887997,1843625,1843625,name:service-club;name:foundation;ntee-education:B60
48,650211976,VENICE-NOKOMIS ROTARY FOUNDATION INC,Venice,Sarasota,34284,B80Z,,15,473771,138388,70494,name:service-club;name:foundation;ntee-education:B80Z
48,650808807,BEVERLY BEALL AND R KEMP RIECHMANN FOUNDATION INC,Bradenton,Manatee,34206,B82Z,Y,03,268789,175383,0,files-990PF;private-foundation:03;name:foundation;ntee-education:B82Z
48,823512188,PHARIA FOUNDATION,Sarasota,Sarasota,34249,B99,Y,04,93930,80000,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B99
48,881415485,DAVIDSON HAITI FOUNDATION,Bradenton,Manatee,34282,B12,Y,04,77056,127323,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B12
48,371903850,FOUNDATION OF LITERACY VOLUNTEERS OF SOUTH SARASOTA COUNTY,Venice,Sarasota,34285,B60,Y,04,25920,25950,25950,files-990PF;private-foundation:04;name:foundation;ntee-education:B60
48,311609531,DONALD T REGAN CHARITABLE FOUNDATION INC,Sarasota,Sarasota,34233,B50,Y,04,6659,1,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B50
48,453048133,SARASOTA HIGH SCHOOL AICE BOOSTERS INCORPORATED,Sarasota,Sarasota,34239,B11,Y,04,6254,10143,0,files-990PF;private-foundation:04;name:alumni/booster;ntee-education:B11
48,043419905,SAUL B AND NAOMI R COHEN FOUNDATION INC,Sarasota,Sarasota,34231,B82Z,Y,04,646,1,0,files-990PF;private-foundation:04;name:foundation;ntee-education:B82Z
48,931968723,UNIVERSITY OF ALABAMA ALUMNI SARASOTA-MANATEE COUNTY FL CHAPTER,Bradenton,Manatee,34209,B84,Y,04,0,0,0,files-990PF;private-foundation:04;name:alumni/booster;ntee-education:B84
48,934906427,HAILE MIDDLE SCHOOL PTO,Bradenton,Manatee,34212,B94,Y,04,0,0,0,files-990PF;private-foundation:04;name:alumni/booster;ntee-education:B94
45,271285916,DONKOR TENNIS AND EDUCATION FOUNDATION INC,Parrish,Manatee,34219,N66,Y,04,57172,60215,0,files-990PF;private-foundation:04;name:foundation;name:education
45,392186903,MARKOVITZ FAMILY FOUNDATION FOR THE ARTS AND EDUCATION INC,Sarasota,Sarasota,34236,A20,Y,04,0,0,0,files-990PF;private-foundation:04;name:foundation;name:education
43,844771827,ACADEMIC EMPOWERMENT AGENCY INC,Sarasota,Sarasota,34236,B90,Y,04,14331,200,0,files-990PF;private-foundation:04;ntee-education:B90;name:education
43,272238657,STUDENT EDUCATION FUND INC,Sarasota,Sarasota,34232,B12,Y,04,643,1,0,files-990PF;private-foundation:04;ntee-education:B12;name:education
43,650519319,PALMETTO ROTARY EDUCATION FUND,Palmetto,Manatee,34220,B82Z,,16,0,0,0,name:service-club;ntee-education:B82Z;name:education
43,991696734,MIND BODY SPIRIT EDUCATION INC,Sarasota,Sarasota,34238,B80,Y,04,0,0,0,files-990PF;private-foundation:04;ntee-education:B80;name:education
40,363617116,MARGUERITE DELANY HARK FOUNDATION,Venice,Sarasota,34292,,Y,04,174044358,124008009,0,files-990PF;private-foundation:04;name:foundation
40,592708325,MARY PARKER FOUNDATION 25167-0,Bradenton,Manatee,34205,,Y,04,118435114,30469369,0,files-990PF;private-foundation:04;name:foundation
40,521499358,W DALE BROUGHER FOUNDATION INC,Sarasota,Sarasota,34242,,Y,04,67616622,78888887,0,files-990PF;private-foundation:04;name:foundation
40,237059703,ALICE PACK AND L THOMAS MELLY FOUNDATION,Sarasota,Sarasota,34235,,Y,04,23655550,24426927,0,files-990PF;private-foundation:04;name:foundation
40,311483381,ROBERTA LEVENTHAL SUDAKOFF FOUNDATION INC,Sarasota,Sarasota,34237,T60Z,Y,04,17236122,6024874,0,files-990PF;private-foundation:04;name:foundation
