ein,display_name,priority,score,city,county,signals,website,filing_year,filing_xml
834635507,HAPPIER WAY FOUNDATION INC,D,40,Coral Gables,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://www.happierway.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500559349100605_public.xml
475407257,ROBIN SHARI PARKER HAPPI FOUNDATION INC,D,40,Ft Lauderdale,Broward,files-990PF;private-foundation:04;name:foundation,https://www.facebook.com/RSPHAPPI,2020,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202132529349101608_public.xml
463922808,HOPE FOR AUTISM UNITED FOR SOCCER FOUNDATION INC,D,40,North Miami,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://austismsoccer.org,2017,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201900389349200400_public.xml
463204340,ROOM FIVE CHARITY FOUNDATION INC,D,40,Doral,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://roomfivecharity.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510999349100106_public.xml
854241154,2DAY4TOMORROW FOUNDATION INC,D,40,Boca Raton,Palm Beach,files-990PF;private-foundation:03;name:foundation,https://www.2day4tomorrow.org,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202610619349100326_public.xml
510611902,ARTS CONNECTION FOUNDATION INC,D,40,Doral,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://www.artsconnectionfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202400919349100200_public.xml
364646388,MASHBURN FAMILY FOUNDATION INC,D,40,Miami Beach,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://www.mashburnfamilyfoundation.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202512979349100921_public.xml
271985900,PET FOSTER NANNY FOUNDATION INC,D,40,Lake Worth,Palm Beach,files-990PF;private-foundation:04;name:foundation,https://petfosternanny.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202512189349100001_public.xml
883325510,STRENGTH AND FAITH FOUNDATION INC,D,40,Aventura,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://strengthandfaith.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202541349349102394_public.xml
852622280,FILLED WITH HOPE FOUNDATION INC,D,40,Pompano Beach,Broward,files-990PF;private-foundation:04;name:foundation,https://www.filledwithhopefoundation.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543109349100634_public.xml
882853773,MILK DRUNK FOUNDATION,D,40,Sunrise,Broward,files-990PF;private-foundation:04;name:foundation,https://themilkdrunkfoundation.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202521829349100602_public.xml
873994541,VETERANS RESOURCE NETWORK FOUNDATION,D,40,Boynton Beach,Palm Beach,files-990PF;private-foundation:04;name:foundation,https://www.vetrenet.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510179349100501_public.xml
263222615,ALWAYS BELIEVING FOUNDATION INC,D,40,Miami,Miami-Dade,files-990PF;private-foundation:03;name:foundation,https://www.alwaysbelieving.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202620409349100502_public.xml
842381689,TED LUCAS FOUNDATION CORP,D,40,Miami Lakes,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://www.tedlucasfoundation.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202532269349100903_public.xml
993302644,HHK FOUNDATION INC,D,40,Coral Springs,Broward,files-990PF;private-foundation:04;name:foundation,https://www.hhkfoundation.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531359349102893_public.xml
932907516,KINGDOM DRIVEN ENTREPRENEUR FOUNDATION INC,D,40,Davie,Broward,files-990PF;private-foundation:03;name:foundation,https://kdefoundation.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202620409349100102_public.xml
332908902,RICHARD ISAAC DAVID FOUNDATION INC,D,40,Pompano Beach,Broward,files-990PF;private-foundation:04;name:foundation,https://ridfoundation.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503149349100845_public.xml
393991430,CHAPTER UNWRITTEN - THE COURTNEY HE YMACH FOUNDATION,D,40,Parkland,Broward,files-990PF;private-foundation:04;name:foundation,https://chapterunwritten.org,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202630899349100523_public.xml
472626394,SAVING SAGE ANIMAL RESCUE FOUNDATION INC,D,40,Sunrise,Broward,files-990PF;private-foundation:04;name:foundation,https://savingsagerescue.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202542109349100219_public.xml
826397801,PARENT AID RESOURCE CENTER FOUNDATION TR,D,40,Weston,Broward,files-990PF;private-foundation:04;name:foundation,https://www.parcforkids.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202513219349107101_public.xml
842602329,CENTERED HEART FOUNDATION INC,D,40,Coral Springs,Broward,files-990PF;private-foundation:03;name:foundation,https://www.centeredheart.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202533189349104863_public.xml
850625035,GRUPPTA FOUNDATION INC,D,40,Fort Lauderdale,Broward,files-990PF;private-foundation:04;name:foundation,https://facebook.com/gruppta,2020,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202141179349100104_public.xml
852770286,BELLIMORI FOUNDATION CORP,D,40,Coconut Creek,Broward,files-990PF;private-foundation:04;name:foundation,https://thebellimorifoundation.com,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202211379349101326_public.xml
853043004,SOURCE INTERNATIONAL FOUNDATION,D,40,Miami,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://source-foundation.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441029349100539_public.xml
883455877,CHICAS GUAPAS FOUNDATION CORP,D,40,Miami,Miami-Dade,files-990PF;private-foundation:04;name:foundation,https://www.chicasguapasfoundation.org,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202611029349100601_public.xml
990574703,FOUNDEVER CHARITABLE FOUNDATION,D,40,Miami,Miami-Dade,files-990PF;private-foundation:03;name:foundation,https://www.foundever.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202403209349105185_public.xml
811758355,TEMPLE TORAT EMET FOUNDATION INC,D,40,Boynton Beach,Palm Beach,files-990PF;private-foundation:04;name:foundation,https://templetoratemetfoundation.org,2016,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201741579349200624_public.xml
464284996,ONE WORLD TOGETHER CORP,D,38,Coral Gables,Miami-Dade,files-990PF;private-foundation:04;ntee-education:B01,https://www.oneworldtogether.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202202229349100020_public.xml
272524122,FRATERNITY AND LOVE SPIRITIST CENTER INC,D,38,Miami,Miami-Dade,files-990PF;private-foundation:04;ntee-education:B99,https://cefemiami.business.site,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202600989349101510_public.xml
933328671,NAJLASTRONG INC,D,38,Boca Raton,Palm Beach,files-990PF;private-foundation:04;ntee-education:B12,https://najlastrong.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202542889349100609_public.xml
461930540,YALE CLUB OF SOUTH FLORIDA INC,D,38,Coral Gables,Miami-Dade,files-990PF;private-foundation:04;ntee-education:B84,https://www.yaleclubofsouthflorida.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202532249349100718_public.xml
831430409,FUTURE BRIGHT MINDS,D,38,Pompano Beach,Broward,files-990PF;private-foundation:04;ntee-education:B80,https://www.futurebrightminds.com,2019,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202032899349100608_public.xml
831532454,BLUE WINGS WORLD INC,D,38,Miami,Miami-Dade,files-990PF;private-foundation:04;ntee-education:B99,https://www.bluewingsworld.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202522039349100902_public.xml
831703613,CENTER FOR WOMEN IN ACADEMIC MEDICINE AND SCIENCE INC,D,35,Boca Raton,Palm Beach,files-990PF;private-foundation:03;name:education,https://cwams.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202501969349100210_public.xml
882005025,CEO FINANCIAL LITERACY ACADEMY INC,D,35,North Miami,Miami-Dade,files-990PF;private-foundation:04;name:education,https://www.ceofinlit.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530839349100023_public.xml
831165173,VAUGHN SPORTS ACADEMY LIONS INC,D,35,Boca Raton,Palm Beach,files-990PF;private-foundation:04;name:education,https://bocapawsox.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202512029349100801_public.xml
823086266,UNITED SPECTRUM CORP,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://bocaratonachievement.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202501359349105070_public.xml
831630528,JUPITER ALLIGATOR AND WILDLIFE SANCTUARY INC,D,30,Jupiter,Palm Beach,files-990PF;private-foundation:04,https://jawsflorida.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202523219349108417_public.xml
921762955,MATT AND LISA ALLEN FAMILY FOUNDATION INC,D,30,Miami Shores,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://mattlisaallenfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202423209349317522_public.xml
542173857,ISSA TR FOUNDATION INC,D,30,Davie,Broward,ntee-grantmaker:T30;name:foundation,https://www.issatrustfoundation.com,2022,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202442279349303559_public.xml
331225209,BAMBI INTERNATIONAL FOUNDATION INC,D,30,Doral,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.bambifoundation.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500839349300100_public.xml
202273948,BROWARD CARES FOR KIDS FOUNDATION INC,D,30,Ft Lauderdale,Broward,ntee-grantmaker:T30;name:foundation,https://www.browardcaresforkids.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520359349301302_public.xml
474480744,PAN AMERICAN HOCKEY FEDERATION INC,D,30,Coral Gables,Miami-Dade,files-990PF;private-foundation:03,https://www.panamhockey.org,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202601109349100115_public.xml
592642210,FLORIDA LAWYERS ASSISTANCE INC,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://www.fla-lap.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202542339349100004_public.xml
832890488,BUILDING ENCLOSURE INSTITUTE,D,30,Hallandale,Broward,files-990PF;private-foundation:03,https://www.b-e-i.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202543119349101224_public.xml
650384313,DELRAY BEACH COMMUNITY DEVELOPMENT CORPORATION,D,30,Delray Beach,Palm Beach,files-990PF;private-foundation:04,https://www.delraycdc.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202513169349101346_public.xml
453946626,FRIENDS OF CITE SOLEIL INC,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://www.friendsofcitesoleil.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202533149349101583_public.xml
204971953,WOODY FOUNDATION INC,D,30,Coconut Grove,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.woodyfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510219349300001_public.xml
273519845,RAFAEL SORIANO FOUNDATION INC,D,30,Miami Beach,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.rafaelsorianofoundation.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202211369349207406_public.xml
832322283,DAVID A BURKE FOUNDATION INC,D,30,West Palm Beach,Palm Beach,ntee-grantmaker:T21;name:foundation,https://davidburkefoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202423209349304302_public.xml
473850534,GLOBAL WELLNESS INSTITUTE,D,30,Miami,Miami-Dade,files-990PF;private-foundation:03,https://globalwellnessinstitute.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202512839349101301_public.xml
202982326,LA VENTANA DE LOS CIELOS INC,D,30,Miami Beach,Miami-Dade,files-990PF;private-foundation:04,https://www.laventanadeloscielos.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202513099349101216_public.xml
462527463,GIVE JOY 2 ONE FOUNDATION,D,30,Pinecrest,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://givejoy2one.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511369349201851_public.xml
591715486,WEST BROWARD CLUB INC,D,30,Davie,Broward,files-990PF;private-foundation:04,https://westbrowardclub.org,2013,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201403219349101650_public.xml
650849159,MATHEW FORBES ROMER FOUNDATION INC,D,30,Boca Raton,Palm Beach,ntee-grantmaker:T30;name:foundation,https://www.mfrfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202422429349200142_public.xml
030579618,SABRINA COHEN FOUNDATION INC,D,30,Miami Beach,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.sabrinacohenfoundation.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202300949349300725_public.xml
270420102,FONDATION LUCIENNE DESCHAMPS INC,D,30,Coral Gables,Miami-Dade,files-990PF;private-foundation:04,https://fondationluciennedeschamps.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202540849349100229_public.xml
472573241,CRAIGS PANTRY & OUTREACH PROGRAM NFP INC,D,30,Plantation,Broward,files-990PF;private-foundation:03,https://www.craigspantry.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520169349100312_public.xml
320216403,DWIGHT STEPHENSON FOUNDATION INC,D,30,Delray Beach,Palm Beach,ntee-grantmaker:T30;name:foundation,https://www.dwightstephenson.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202422369349200212_public.xml
882818229,ASPIRING ENTREPRENEUR FOUNDATION,D,30,Delray Beach,Palm Beach,ntee-grantmaker:T99;name:foundation,https://aspiringentrepreneurfdn.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202422839349201412_public.xml
454714038,BOCA RATON POLICE FOUNDATION INC,D,30,Boca Raton,Palm Beach,ntee-grantmaker:T30;name:foundation,https://bocaratonpolicefoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202433199349316878_public.xml
454645993,OFFERDAHLS HAND-OFF FOUNDATION INC,D,30,Ft Lauderdale,Broward,ntee-grantmaker:T30;name:foundation,https://www.handofffoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202431939349300443_public.xml
262454734,MYSTIC FORCE FOUNDATION,D,30,North Miami,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.mysticforcefoundation.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202423169349203017_public.xml
461258368,BOCA RIO FOUNDATION INC,D,30,Boca Raton,Palm Beach,ntee-grantmaker:T30;name:foundation,https://www.bocariogolfclub.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202431299349302983_public.xml
453613247,NICOLE E MAS FOUNDATION INC,D,30,Coral Gables,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.masfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202413039349202201_public.xml
203857927,THE TREE OF LIFE FOUNDATION INTERNATIONAL INC,D,30,Palm Beach,Palm Beach,ntee-grantmaker:T12;name:foundation,https://www.treeoflifefl.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511339349302901_public.xml
200363745,CHIERA FAMILY FOUNDATION INC,D,30,Coconut Creek,Broward,ntee-grantmaker:T30;name:foundation,https://www.chierafamilyfoundation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202403139349303680_public.xml
471446270,NOBIS FOUNDATION INC,D,30,Coral Gables,Miami-Dade,ntee-grantmaker:T20;name:foundation,https://www.nobisfoundation.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511229349300306_public.xml
237218534,LEHRMAN INSTITUTE,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:03,https://lehrmaninstitute.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511219349101476_public.xml
822613757,LIFELINE INTERNATIONAL RIGHTS,D,30,Miami Beach,Miami-Dade,files-990PF;private-foundation:04,https://www.menawfina.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202522179349100812_public.xml
650728506,MARINE ANIMAL RESCUE SOCIETY INC,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://www.marineanimalrescue.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202640479349100224_public.xml
842736455,ALAN J ANDERSON FOUNDATION INC,D,30,Ft Lauderdale,Broward,ntee-grantmaker:T22;name:foundation,https://www.alanjandersonfoundation.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202433179349201338_public.xml
731702284,HEATHER ON EARTH MUSIC FOUNDATION INC,D,30,Miami Beach,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.heatheronearth.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202203189349318445_public.xml
911834633,TAPESTRY GROUP INC,D,30,Plantation,Broward,files-990PF;private-foundation:04,https://tapestrygroup.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202411269349100506_public.xml
820583109,MIAMI DADE COMMUNITY SERVICES INC,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://www.miami-dade-community.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511049349100311_public.xml
922049595,EL RUMBO IGLESIA DE JESUS,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://irs.gov,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531059349100503_public.xml
272503933,CATHERINES HOPE FOR A CURE,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://www.catherineshopeforacure.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503249349100505_public.xml
651064184,BWC CHORAL GROUP INC,D,30,Ft Lauderdale,Broward,files-990PF;private-foundation:03,https://bwcchoralgroup.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202521499349100107_public.xml
831681707,SCIENTS INSTITUTE,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://www.scients.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503219349103025_public.xml
464273481,SHOTOKAN KARATE CENTER,D,30,Coral Springs,Broward,files-990PF;private-foundation:03,https://www.shotokankaratecenter.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202541209349102069_public.xml
821282319,HISPANIC JEWISH ENDOWMENT INC,D,30,Aventura,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.hispanicjewish.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202310469349301521_public.xml
432091998,SUMANDO MANOS FOUNDATION INC,D,30,Miami Beach,Miami-Dade,ntee-grantmaker:T12;name:foundation,https://www.sumandomanos.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202422929349200922_public.xml
911907813,SALESIAN WOMEN ASSOCIATION INC,D,30,Doral,Miami-Dade,files-990PF;private-foundation:04,https://www.americadevelopingsmiles.com,2022,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202441629349100024_public.xml
612180794,SURVIVORS INC,D,30,Ft Lauderdale,Broward,files-990PF;private-foundation:04,https://thesurvivorsinc.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202530769349100013_public.xml
205855508,MI SANGRE FOUNDATION CORPORATION,D,30,Doral,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.fundacionmisangre.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202423189349304807_public.xml
843810081,SOUL MOVEMENT CREATIVE ARTS SPACE INC,D,30,West Palm Beach,Palm Beach,files-990PF;private-foundation:04,https://www.movewithsoul.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202521219349101497_public.xml
813425576,AWARENESS LAB CORP,D,30,Plantation,Broward,files-990PF;private-foundation:04,https://www.magoestoshare.org,2018,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201923029349100522_public.xml
933384954,SOUTH FLORIDA CHARITY CLASSIC INC,D,30,Parkland,Broward,files-990PF;private-foundation:04,https://www.sflcc.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202502249349101120_public.xml
933911087,MIAMI DADE FELLOWSHIP OF CHRISTIAN FIRST RESPONDERS,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://mdfcfr.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202520349349101162_public.xml
833807077,JUPITER SOCCER INC,D,30,Jupiter,Palm Beach,files-990PF;private-foundation:04,https://www.risefc.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202420729349100807_public.xml
871710823,LITTLE BEAR BIG HEART INC,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://www.donatebear.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202403269349101010_public.xml
833858553,BASTION LIFE INC,D,30,Miami Beach,Miami-Dade,files-990PF;private-foundation:03,https://bastion.life,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202631039349101033_public.xml
473044361,SANDHILL CAMP,D,30,Parkland,Broward,files-990PF;private-foundation:03,https://www.sandhillcamp.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531329349102828_public.xml
823088522,DIGISALUD USA INC,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://www.digisalud.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202503189349102440_public.xml
030481427,SAN JOSE OBRERO FOUNDATION CORP,D,30,Miami,Miami-Dade,ntee-grantmaker:T30;name:foundation,https://www.sanjoseobrerofoundation.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202510499349201621_public.xml
841849545,BOCA WARRIORS TRACK CLUB,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://www.bocawarriors.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202433239349100213_public.xml
871306610,LIFT THE OBSESSION INC,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://www.lifttheobsession.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202533149349100638_public.xml
650753464,GOAN ASSOCIATION OF FLORIDA,D,30,Miramar,Broward,files-990PF;private-foundation:04,https://www.floridagoans.com,2020,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202113569349100401_public.xml
932743615,BROWARD FOOTBALL OFFICIALS ASSOCIATION,D,30,Pompano Beach,Broward,files-990PF;private-foundation:04,https://www.browardfootballofficials.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202500499349100430_public.xml
650582257,ROYAL CHESSMEN INC,D,30,Hollywood,Broward,files-990PF;private-foundation:04,https://royalchessmen.com,2022,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202343189349106574_public.xml
813242267,SCRIBEAMERICA CHARITABLE FOUNDATION INC,D,30,Ft Lauderdale,Broward,ntee-grantmaker:T31;name:foundation,https://healthchannels.com/SCRIBEAMERICA-CHARITABLE-FOUND,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202511219349302116_public.xml
991344069,TH MISSION CORPORATION,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://thmission.com,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202502059349100000_public.xml
020580006,FOUNDATION HOPE FOR HAITI INC,D,30,Delray Beach,Palm Beach,ntee-grantmaker:T30;name:foundation,https://foundationhopeforhaiti.org,2021,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202223199349307452_public.xml
650162525,MOODY MANOR INC,D,30,Hialeah,Miami-Dade,files-990PF;private-foundation:03,https://www.moodymanor.org,2015,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/201612089349100501_public.xml
853780748,ELEVATE BC INC,D,30,Ft Lauderdale,Broward,files-990PF;private-foundation:04,https://www.elevatebc.org,2025,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202600969349100710_public.xml
300804565,HORIZONTE DE CRISTIANDAD CORP,D,30,Miami,Miami-Dade,files-990PF;private-foundation:04,https://horizontesdecristiandad.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202531369349100728_public.xml
921561555,SANDI FINCI SOLOMON AGELESS WORLD OF DANCE FOR YOUTH AND VETERANS IN,D,30,Sunrise,Broward,files-990PF;private-foundation:04,https://www.agelessworldofdance.com,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202411379349100526_public.xml
872069763,HAND2HANDTEAM CORP,D,30,Doral,Miami-Dade,files-990PF;private-foundation:04,https://hand2handteam.org,2024,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202620589349100617_public.xml
920466773,FLORIDA ITALIAN AMERICAN BAR ASSOCIATION CORPORATION,D,30,Ft Lauderdale,Broward,files-990PF;private-foundation:04,https://floridaitalianamericanbarassociation.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202432329349100783_public.xml
813535725,BLOOMING SMILES INC,D,30,Boca Raton,Palm Beach,files-990PF;private-foundation:04,https://bloomingsmiles.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202421369349105392_public.xml
923030492,PURPLE SUMMER THEATRE INC,D,30,Oakland Park,Broward,files-990PF;private-foundation:04,https://www.purplesummertheatre.org,2023,https://gt990datalake-rawdata.s3.amazonaws.com/EfileData/XmlFiles/202433199349100518_public.xml
